        0.003000,       -2.000019,        1.004029,        0.000000,        0.000000,        0.000000,        0.000000
        0.005000,       -2.000039,        1.006059,        0.000000,        0.000000,        0.000000,        0.000000
        0.007000,       -2.000067,        1.008101,        0.000000,        0.000000,        0.000000,        0.000000
        0.009000,       -2.000103,        1.010155,        0.000000,        0.000000,        0.000000,        0.000000
        0.011000,       -2.000148,        1.012222,        0.000000,        0.000000,        0.000000,        0.000000
        0.013000,       -2.000200,        1.014301,        0.000000,        0.000000,        0.000000,        0.000000
        0.015000,       -2.000260,        1.016392,        0.000000,        0.000000,        0.000000,        0.000000
        0.017000,       -2.000329,        1.018496,        0.000000,        0.000000,        0.000000,        0.000000
        0.019000,       -2.000406,        1.020611,        0.000000,        0.000000,        0.000000,        0.000000
        0.021000,       -2.000491,        1.022740,        0.000000,        0.000000,        0.000000,        0.000000
        0.023000,       -2.000584,        1.024880,        0.000000,        0.000000,        0.000000,        0.000000
        0.025000,       -2.000685,        1.027034,        0.000000,        0.000000,        0.000000,        0.000000
        0.027000,       -2.000795,        1.029199,        0.000000,        0.000000,        0.000000,        0.000000
        0.029000,       -2.000912,        1.031378,        0.000000,        0.000000,        0.000000,        0.000000
        0.031000,       -2.001038,        1.033568,        0.000000,        0.000000,        0.000000,        0.000000
        0.033000,       -2.001173,        1.035772,        0.000000,        0.000000,        0.000000,        0.000000
        0.035000,       -2.001315,        1.037988,        0.000000,        0.000000,        0.000000,        0.000000
        0.037000,       -2.001466,        1.040217,        0.000000,        0.000000,        0.000000,        0.000000
        0.039000,       -2.001625,        1.042459,        0.000000,        0.000000,        0.000000,        0.000000
        0.041000,       -2.001793,        1.044714,        0.000000,        0.000000,        0.000000,        0.000000
        0.043000,       -2.001969,        1.046981,        0.000000,        0.000000,        0.000000,        0.000000
        0.045000,       -2.002153,        1.049262,        0.000000,        0.000000,        0.000000,        0.000000
        0.047000,       -2.002346,        1.051555,        0.000000,        0.000000,        0.000000,        0.000000
        0.049000,       -2.002547,        1.053861,        0.000000,        0.000000,        0.000000,        0.000000
        0.051000,       -2.002757,        1.056181,        0.000000,        0.000000,        0.000000,        0.000000
        0.053000,       -2.002975,        1.058513,        0.000000,        0.000000,        0.000000,        0.000000
        0.055000,       -2.003201,        1.060859,        0.000000,        0.000000,        0.000000,        0.000000
        0.057000,       -2.003436,        1.063218,        0.000000,        0.000000,        0.000000,        0.000000
        0.059000,       -2.003680,        1.065590,        0.000000,        0.000000,        0.000000,        0.000000
        0.061000,       -2.003932,        1.067975,        0.000000,        0.000000,        0.000000,        0.000000
        0.063000,       -2.004192,        1.070374,        0.000000,        0.000000,        0.000000,        0.000000
        0.065000,       -2.004462,        1.072786,        0.000000,        0.000000,        0.000000,        0.000000
        0.067000,       -2.004739,        1.075211,        0.000000,        0.000000,        0.000000,        0.000000
        0.069000,       -2.005026,        1.077650,        0.000000,        0.000000,        0.000000,        0.000000
        0.071000,       -2.005321,        1.080102,        0.000000,        0.000000,        0.000000,        0.000000
        0.073000,       -2.005625,        1.082568,        0.000000,        0.000000,        0.000000,        0.000000
        0.075000,       -2.005937,        1.085048,        0.000000,        0.000000,        0.000000,        0.000000
        0.077000,       -2.006258,        1.087541,        0.000000,        0.000000,        0.000000,        0.000000
        0.079000,       -2.006588,        1.090048,        0.000000,        0.000000,        0.000000,        0.000000
        0.081000,       -2.006927,        1.092568,        0.000000,        0.000000,        0.000000,        0.000000
        0.083000,       -2.007274,        1.095102,        0.000000,        0.000000,        0.000000,        0.000000
        0.085000,       -2.007630,        1.097650,        0.000000,        0.000000,        0.000000,        0.000000
        0.087000,       -2.007995,        1.100212,        0.000000,        0.000000,        0.000000,        0.000000
        0.089000,       -2.008369,        1.102788,        0.000000,        0.000000,        0.000000,        0.000000
