        0.000000,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.035000,        0.122475,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.070000,       -0.061388,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.105000,        0.520294,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.140000,       -0.812334,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.175000,        2.640213,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.210000,       -5.870923,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.245000,       15.526254,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.280000,      -37.848390,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.315000,       95.705332,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.350000,     -238.063187,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.385000,      596.472425,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.420000,    -1489.753902,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.455000,     3725.922873,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.490000,    -9313.159991,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.525000,    23284.654223,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.560000,   -58209.776405,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.595000,   145526.402793,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.630000,  -363813.944976,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.665000,   909537.022147,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.700000, -2273840.300605,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.735000,  5684603.098568,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.770000,-14211505.309947,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.805000, 35528765.797774,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
        0.840000,-88821911.888185,        0.000000,        0.000000,        0.000000,        0.000000,        0.000000
