        0.000000,        1.306250,        1.683665,        3.300000,        0.000000,        0.000000,        0.153211
        0.500000,        1.074041,        1.297242,        3.300000,        0.000000,        0.000000,        0.951907
        1.000000,        0.780254,        1.609125,        3.300000,        0.000000,        0.000000,        2.507712
        1.500000,        0.640033,        2.930358,        3.300000,        0.000000,        0.000000,        5.068513
        2.000000,        0.623170,        5.659391,        3.300000,        0.000000,        0.000000,        9.000480
        2.500000,        0.545274,       10.438677,        3.300000,        0.000000,        0.000000,       14.834052
        3.000000,       -0.038984,       18.118313,        3.300000,        0.000000,        0.000000,       22.683090
        3.500000,       -2.320829,       29.444361,        3.300000,        0.000000,        0.000000,       29.489360
        4.000000,       -9.727320,       43.687487,        3.300000,        0.000000,        0.000000,       21.123384
        4.500000,      -32.808341,       54.426378,        3.300000,        0.000000,        0.000000,      -28.500467
        5.000000,     -107.231182,       48.315336,        3.300000,        0.000000,        0.000000,     -793.719556
        5.500000,     -373.321540,     -303.806519,        3.300000,        0.000000,        0.000000,    -7031.417785
        6.000000,    -1337.038213,    -3638.757050,        3.300000,        0.000000,        0.000000,   -46189.687045
        6.500000,    -4364.423210,   -26155.167798,        3.300000,        0.000000,        0.000000,   776628.239155
        7.000000,    -8746.492868,   363359.754710,        3.300000,        0.000000,        0.000000, -1311991.150046
        7.500000,  -281218.771313,  -292196.013231,        3.300000,        0.000000,        0.000000, 32523304.953189
        8.000000, -1785222.813301, 15916902.866283,        3.300000,        0.000000,        0.000000,****************
        8.500000,-26219459.656121,****************,        3.300000,        0.000000,        0.000000,****************
        9.000000,****************,****************,        3.300000,        0.000000,        0.000000,****************
        9.500000,****************,****************,        3.300000,        0.000000,        0.000000,****************
