        0.000000,        1.615625,        3.181168,        3.630643,        0.000000,        0.000000,        0.000000
        0.500000,        1.903383,        4.494945,        4.418718,        0.000000,        0.000000,        0.000000
        1.000000,        2.239789,        6.608947,        5.389982,        0.000000,        0.000000,        0.000000
        1.500000,        2.771489,        9.804121,        6.722897,        0.000000,        0.000000,        0.000000
        2.000000,        3.549238,       14.733868,       11.802094,        0.000000,        0.000000,        0.000000
        2.500000,        5.008512,       25.287677,       33.891570,        0.000000,        0.000000,        0.000000
        3.000000,        9.074517,       54.607662,       66.469723,        0.000000,        0.000000,        0.000000
        3.500000,       16.019998,      107.354383,      113.664737,        0.000000,        0.000000,        0.000000
        4.000000,       25.276012,      230.860380,      559.579819,        0.000000,        0.000000,        0.000000
        4.500000,       72.639492,      493.426127,     1565.808688,        0.000000,        0.000000,        0.000000
        5.000000,      240.513050,     1991.874556,     -767.447437,        0.000000,        0.000000,        0.000000
        5.500000,      -54.098083,     8301.395399,    65222.482654,        0.000000,        0.000000,        0.000000
        6.000000,     4585.684125,    39925.707564, -2132262.746926,        0.000000,        0.000000,        0.000000
        6.500000,  -265673.789723, -2934838.339738,  4840260.951806,        0.000000,        0.000000,        0.000000
        7.000000,   827623.823257,****************,****************,        0.000000,        0.000000,        0.000000
        7.500000, 26453226.423743,****************,****************,        0.000000,        0.000000,        0.000000
        8.000000,****************,****************,****************,        0.000000,        0.000000,        0.000000
        8.500000,****************,****************,****************,        0.000000,        0.000000,        0.000000
        9.000000,****************,****************,****************,        0.000000,        0.000000,        0.000000
        9.500000,****************,****************,****************,        0.000000,        0.000000,        0.000000
