        0.000000,        1.387980,        3.322620,        3.421696,        0.000000,        0.000000,        0.000000
        0.500000,        1.657080,        4.530945,        4.228198,        0.000000,        0.000000,        0.000000
        1.000000,        1.856518,        6.386494,        5.818906,        0.000000,        0.000000,        0.000000
        1.500000,        2.134621,        9.459691,        8.529788,        0.000000,        0.000000,        0.000000
        2.000000,        2.613415,       14.388094,       13.294977,        0.000000,        0.000000,        0.000000
        2.500000,        3.323749,       22.230859,       23.000805,        0.000000,        0.000000,        0.000000
        3.000000,        4.243390,       35.366261,       45.784857,        0.000000,        0.000000,        0.000000
        3.500000,        5.255942,       59.981625,       89.408815,        0.000000,        0.000000,        0.000000
        4.000000,        5.683650,      105.846190,      142.236748,        0.000000,        0.000000,        0.000000
        4.500000,        2.026174,      176.858812,      201.337831,        0.000000,        0.000000,        0.000000
        5.000000,      -18.398181,      277.014316,      243.762377,        0.000000,        0.000000,        0.000000
        5.500000,     -102.903765,      406.735598,      -48.520780,        0.000000,        0.000000,        0.000000
        6.000000,     -462.473206,      433.365884,    -5504.492391,        0.000000,        0.000000,        0.000000
        6.500000,    -2196.786397,    -2114.524375,     4432.409553,        0.000000,        0.000000,        0.000000
        7.000000,   -11316.299167,      719.020265,  -417739.516373,        0.000000,        0.000000,        0.000000
        7.500000,   -85335.088515,  -207569.539668, 57941690.198831,        0.000000,        0.000000,        0.000000
        8.000000,  -619254.658006, 28746987.198513,****************,        0.000000,        0.000000,        0.000000
        8.500000,-42029574.311555,****************,****************,        0.000000,        0.000000,        0.000000
        9.000000,****************,****************,****************,        0.000000,        0.000000,        0.000000
        9.500000,****************,****************,****************,        0.000000,        0.000000,        0.000000
