        0.000000,        1.600238,        3.301311,        3.609587,        0.000000,        0.000000,        0.000000
        0.500000,        1.994217,        4.663397,        4.320578,        0.000000,        0.000000,        0.000000
        1.000000,        2.362798,        6.706358,        5.095877,        0.000000,        0.000000,        0.000000
        1.500000,        2.876616,        9.885754,        6.591749,        0.000000,        0.000000,        0.000000
        2.000000,        3.872060,       16.279396,       14.685577,        0.000000,        0.000000,        0.000000
        2.500000,        3.872060,       30.119339,       33.738809,        0.000000,        0.000000,        0.000000
        3.000000,****************,       -Infinity,       -Infinity,        0.000000,        0.000000,        0.000000
        3.500000,             NaN,             NaN,             NaN,        0.000000,        0.000000,        0.000000
        4.000000,             NaN,             NaN,             NaN,        0.000000,        0.000000,        0.000000
        4.500000,             NaN,             NaN,             NaN,        0.000000,        0.000000,        0.000000
        5.000000,             NaN,             NaN,             NaN,        0.000000,        0.000000,        0.000000
        5.500000,             NaN,             NaN,             NaN,        0.000000,        0.000000,        0.000000
        6.000000,             NaN,             NaN,             NaN,        0.000000,        0.000000,        0.000000
        6.500000,             NaN,             NaN,             NaN,        0.000000,        0.000000,        0.000000
        7.000000,             NaN,             NaN,             NaN,        0.000000,        0.000000,        0.000000
        7.500000,             NaN,             NaN,             NaN,        0.000000,        0.000000,        0.000000
        8.000000,             NaN,             NaN,             NaN,        0.000000,        0.000000,        0.000000
        8.500000,             NaN,             NaN,             NaN,        0.000000,        0.000000,        0.000000
        9.000000,             NaN,             NaN,             NaN,        0.000000,        0.000000,        0.000000
        9.500000,             NaN,             NaN,             NaN,        0.000000,        0.000000,        0.000000
