        0.000000,        1.925000,        4.041169,        4.590957,        0.000000,        0.000000,        0.000000
        1.000000,        2.690145,        9.387371,        7.856130,        0.000000,        0.000000,        0.000000
        2.000000,        4.845184,       22.343893,       26.965334,        0.000000,        0.000000,        0.000000
        3.000000,       14.599660,       90.852152,       94.730662,        0.000000,        0.000000,        0.000000
        4.000000,       28.192408,      281.683244,      703.597421,        0.000000,        0.000000,        0.000000
        5.000000,      108.706561,     1665.266711,     9713.104751,        0.000000,        0.000000,        0.000000
        6.000000,     2371.835103,    18655.196371,   332518.388579,        0.000000,        0.000000,        0.000000
        7.000000,   167589.370400, -1293713.829189,  5340013.694701,        0.000000,        0.000000,        0.000000
        8.000000, 13273561.772550,****************,****************,        0.000000,        0.000000,        0.000000
        9.000000,****************,****************,****************,        0.000000,        0.000000,        0.000000
