        0.000000,        1.191667,        4.574051,        4.060130,        0.000000,        0.000000,        0.000000
        1.000000,        0.838078,        8.553325,        8.574738,        0.000000,        0.000000,        0.000000
        2.000000,       -3.697916,       17.772086,       19.246296,        0.000000,        0.000000,        0.000000
        3.000000,      -66.097977,       33.696751,      -12.909164,        0.000000,        0.000000,        0.000000
        4.000000,    -1507.778035,        7.422966,     2684.583833,        0.000000,        0.000000,        0.000000
        5.000000,   -66082.625505,     3716.921825, -1266925.231745,        0.000000,        0.000000,        0.000000
        6.000000, -5500162.650761, -1201306.258055,****************,        0.000000,        0.000000,        0.000000
        7.000000,****************,****************,****************,        0.000000,        0.000000,        0.000000
        8.000000,****************,****************,****************,        0.000000,        0.000000,        0.000000
        9.000000,****************,****************,****************,        0.000000,        0.000000,        0.000000
