        0.000000,        1.317284,        4.462808,        3.623420,        0.000000,        0.000000,        0.000000
        1.000000,        1.784775,        7.745493,        7.157626,        0.000000,        0.000000,        0.000000
        2.000000,        2.959175,       16.087116,       17.676846,        0.000000,        0.000000,        0.000000
        3.000000,        8.402885,       36.650708,       57.912267,        0.000000,        0.000000,        0.000000
        4.000000,       -3.882441,       97.846561,      233.955898,        0.000000,        0.000000,        0.000000
        5.000000,      711.686237,      333.950449,      171.381038,        0.000000,        0.000000,        0.000000
        6.000000,   -50854.178865,     -198.256865,   523884.775411,        0.000000,        0.000000,        0.000000
        7.000000,  7918970.682569,   549879.032334,494958070.866103,        0.000000,        0.000000,        0.000000
        8.000000,****************,498929378.259974,****************,        0.000000,        0.000000,        0.000000
        9.000000,****************,****************,****************,        0.000000,        0.000000,        0.000000
