        0.005000,        1.103661,        2.207327,        3.299920
        0.010000,        1.107312,        2.214642,        3.299878
        0.015000,        1.110951,        2.221945,        3.299875
        0.020000,        1.114580,        2.229236,        3.299912
        0.025000,        1.118197,        2.236516,        3.299989
        0.030000,        1.121803,        2.243785,        3.300106
        0.035000,        1.125398,        2.251043,        3.300266
        0.040000,        1.128982,        2.258291,        3.300468
        0.045000,        1.132554,        2.265529,        3.300712
        0.050000,        1.136114,        2.272757,        3.301000
        0.055000,        1.139663,        2.279976,        3.301332
        0.060000,        1.143199,        2.287185,        3.301709
        0.065000,        1.146724,        2.294386,        3.302131
        0.070000,        1.150237,        2.301578,        3.302599
        0.075000,        1.153738,        2.308763,        3.303113
        0.080000,        1.157227,        2.315939,        3.303673
        0.085000,        1.160703,        2.323109,        3.304281
        0.090000,        1.164168,        2.330271,        3.304937
        0.095000,        1.167620,        2.337426,        3.305640
        0.100000,        1.171059,        2.344576,        3.306391
        0.105000,        1.174486,        2.351719,        3.307192
        0.110000,        1.177901,        2.358857,        3.308041
        0.115000,        1.181303,        2.365989,        3.308939
        0.120000,        1.184692,        2.373117,        3.309887
        0.125000,        1.188068,        2.380240,        3.310884
        0.130000,        1.191432,        2.387358,        3.311931
        0.135000,        1.194783,        2.394473,        3.313028
        0.140000,        1.198121,        2.401585,        3.314175
        0.145000,        1.201446,        2.408693,        3.315372
        0.150000,        1.204758,        2.415799,        3.316620
        0.155000,        1.208057,        2.422903,        3.317917
        0.160000,        1.211344,        2.430004,        3.319264
        0.165000,        1.214616,        2.437104,        3.320660
        0.170000,        1.217876,        2.444202,        3.322107
        0.175000,        1.221123,        2.451300,        3.323603
        0.180000,        1.224356,        2.458397,        3.325148
        0.185000,        1.227576,        2.465495,        3.326742
        0.190000,        1.230783,        2.472592,        3.328385
        0.195000,        1.233977,        2.479690,        3.330075
        0.200000,        1.237157,        2.486789,        3.331814
        0.205000,        1.240324,        2.493889,        3.333600
        0.210000,        1.243478,        2.500991,        3.335432
        0.215000,        1.246618,        2.508095,        3.337311
        0.220000,        1.249745,        2.515202,        3.339236
        0.225000,        1.252858,        2.522312,        3.341205
        0.230000,        1.255958,        2.529424,        3.343219
        0.235000,        1.259045,        2.536540,        3.345277
        0.240000,        1.262118,        2.543660,        3.347377
        0.245000,        1.265177,        2.550785,        3.349518
        0.250000,        1.268224,        2.557914,        3.351701
        0.255000,        1.271256,        2.565047,        3.353924
        0.260000,        1.274276,        2.572187,        3.356186
        0.265000,        1.277281,        2.579332,        3.358486
        0.270000,        1.280274,        2.586482,        3.360823
        0.275000,        1.283253,        2.593640,        3.363196
        0.280000,        1.286218,        2.600804,        3.365604
        0.285000,        1.289170,        2.607974,        3.368045
        0.290000,        1.292109,        2.615153,        3.370518
        0.295000,        1.295034,        2.622339,        3.373023
        0.300000,        1.297946,        2.629533,        3.375556
        0.305000,        1.300844,        2.636735,        3.378118
        0.310000,        1.303729,        2.643946,        3.380707
        0.315000,        1.306601,        2.651166,        3.383321
        0.320000,        1.309459,        2.658395,        3.385959
        0.325000,        1.312304,        2.665634,        3.388620
        0.330000,        1.315136,        2.672882,        3.391301
        0.335000,        1.317955,        2.680141,        3.394001
        0.340000,        1.320760,        2.687410,        3.396718
        0.345000,        1.323552,        2.694690,        3.399451
        0.350000,        1.326331,        2.701981,        3.402198
        0.355000,        1.329097,        2.709284,        3.404958
        0.360000,        1.331849,        2.716597,        3.407727
        0.365000,        1.334589,        2.723923,        3.410506
        0.370000,        1.337315,        2.731261,        3.413291
        0.375000,        1.340028,        2.738610,        3.416081
        0.380000,        1.342729,        2.745973,        3.418874
        0.385000,        1.345416,        2.753348,        3.421668
        0.390000,        1.348091,        2.760737,        3.424461
        0.395000,        1.350752,        2.768138,        3.427251
        0.400000,        1.353401,        2.775553,        3.430036
        0.405000,        1.356037,        2.782982,        3.432814
        0.410000,        1.358660,        2.790425,        3.435584
        0.415000,        1.361271,        2.797881,        3.438341
        0.420000,        1.363868,        2.805352,        3.441086
        0.425000,        1.366454,        2.812838,        3.443816
        0.430000,        1.369026,        2.820338,        3.446527
        0.435000,        1.371586,        2.827853,        3.449220
        0.440000,        1.374134,        2.835383,        3.451890
        0.445000,        1.376669,        2.842928,        3.454537
        0.450000,        1.379192,        2.850488,        3.457158
        0.455000,        1.381702,        2.858064,        3.459750
        0.460000,        1.384200,        2.865655,        3.462312
        0.465000,        1.386686,        2.873262,        3.464841
        0.470000,        1.389159,        2.880885,        3.467335
        0.475000,        1.391621,        2.888524,        3.469793
        0.480000,        1.394070,        2.896179,        3.472211
        0.485000,        1.396508,        2.903849,        3.474587
        0.490000,        1.398933,        2.911537,        3.476920
        0.495000,        1.401346,        2.919240,        3.479208
        0.500000,        1.403748,        2.926960,        3.481447
        0.505000,        1.406137,        2.934696,        3.483636
        0.510000,        1.408515,        2.942449,        3.485773
        0.515000,        1.410881,        2.950218,        3.487855
        0.520000,        1.413236,        2.958004,        3.489881
        0.525000,        1.415579,        2.965806,        3.491848
        0.530000,        1.417910,        2.973625,        3.493754
        0.535000,        1.420230,        2.981461,        3.495597
        0.540000,        1.422538,        2.989314,        3.497375
        0.545000,        1.424835,        2.997183,        3.499086
        0.550000,        1.427121,        3.005069,        3.500728
        0.555000,        1.429395,        3.012971,        3.502299
        0.560000,        1.431658,        3.020891,        3.503796
        0.565000,        1.433910,        3.028827,        3.505219
        0.570000,        1.436151,        3.036779,        3.506564
        0.575000,        1.438380,        3.044749,        3.507830
        0.580000,        1.440599,        3.052734,        3.509016
        0.585000,        1.442807,        3.060737,        3.510119
        0.590000,        1.445004,        3.068755,        3.511137
        0.595000,        1.447190,        3.076790,        3.512069
        0.600000,        1.449365,        3.084842,        3.512913
        0.605000,        1.451530,        3.092910,        3.513667
        0.610000,        1.453684,        3.100993,        3.514330
        0.615000,        1.455827,        3.109093,        3.514899
        0.620000,        1.457960,        3.117209,        3.515374
        0.625000,        1.460082,        3.125341,        3.515753
        0.630000,        1.462194,        3.133488,        3.516034
        0.635000,        1.464295,        3.141651,        3.516216
        0.640000,        1.466386,        3.149830,        3.516298
        0.645000,        1.468467,        3.158024,        3.516277
        0.650000,        1.470537,        3.166233,        3.516153
        0.655000,        1.472597,        3.174458,        3.515925
        0.660000,        1.474648,        3.182697,        3.515592
        0.665000,        1.476688,        3.190951,        3.515151
        0.670000,        1.478718,        3.199220,        3.514603
        0.675000,        1.480738,        3.207504,        3.513946
        0.680000,        1.482748,        3.215801,        3.513179
        0.685000,        1.484748,        3.224113,        3.512301
        0.690000,        1.486739,        3.232440,        3.511312
        0.695000,        1.488720,        3.240779,        3.510210
        0.700000,        1.490690,        3.249133,        3.508995
        0.705000,        1.492652,        3.257500,        3.507667
        0.710000,        1.494603,        3.265881,        3.506224
        0.715000,        1.496546,        3.274274,        3.504666
        0.720000,        1.498478,        3.282681,        3.502993
        0.725000,        1.500401,        3.291100,        3.501205
        0.730000,        1.502315,        3.299532,        3.499301
        0.735000,        1.504219,        3.307976,        3.497281
        0.740000,        1.506114,        3.316433,        3.495144
        0.745000,        1.507999,        3.324901,        3.492892
        0.750000,        1.509876,        3.333381,        3.490523
        0.755000,        1.511743,        3.341873,        3.488038
        0.760000,        1.513601,        3.350376,        3.485438
        0.765000,        1.515450,        3.358891,        3.482721
        0.770000,        1.517289,        3.367416,        3.479890
        0.775000,        1.519120,        3.375952,        3.476943
        0.780000,        1.520942,        3.384498,        3.473883
        0.785000,        1.522754,        3.393055,        3.470709
        0.790000,        1.524558,        3.401623,        3.467422
        0.795000,        1.526353,        3.410200,        3.464023
        0.800000,        1.528139,        3.418787,        3.460513
        0.805000,        1.529916,        3.427383,        3.456894
        0.810000,        1.531685,        3.435989,        3.453165
        0.815000,        1.533445,        3.444604,        3.449328
        0.820000,        1.535196,        3.453228,        3.445385
        0.825000,        1.536938,        3.461861,        3.441338
        0.830000,        1.538672,        3.470503,        3.437186
        0.835000,        1.540398,        3.479153,        3.432934
        0.840000,        1.542114,        3.487811,        3.428581
        0.845000,        1.543823,        3.496478,        3.424130
        0.850000,        1.545522,        3.505152,        3.419583
        0.855000,        1.547214,        3.513835,        3.414942
        0.860000,        1.548897,        3.522525,        3.410209
        0.865000,        1.550571,        3.531222,        3.405386
        0.870000,        1.552238,        3.539928,        3.400477
        0.875000,        1.553895,        3.548640,        3.395483
        0.880000,        1.555545,        3.557360,        3.390407
        0.885000,        1.557187,        3.566086,        3.385252
        0.890000,        1.558820,        3.574820,        3.380021
        0.895000,        1.560445,        3.583560,        3.374718
        0.900000,        1.562062,        3.592308,        3.369344
        0.905000,        1.563671,        3.601062,        3.363904
        0.910000,        1.565272,        3.609823,        3.358401
        0.915000,        1.566865,        3.618591,        3.352838
        0.920000,        1.568450,        3.627365,        3.347220
        0.925000,        1.570027,        3.636145,        3.341550
        0.930000,        1.571596,        3.644933,        3.335832
        0.935000,        1.573157,        3.653727,        3.330070
        0.940000,        1.574710,        3.662528,        3.324269
        0.945000,        1.576256,        3.671335,        3.318433
        0.950000,        1.577793,        3.680149,        3.312566
        0.955000,        1.579323,        3.688970,        3.306673
        0.960000,        1.580845,        3.697798,        3.300760
        0.965000,        1.582360,        3.706633,        3.294831
        0.970000,        1.583867,        3.715475,        3.288891
        0.975000,        1.585366,        3.724324,        3.282945
        0.980000,        1.586857,        3.733180,        3.277000
        0.985000,        1.588341,        3.742045,        3.271060
        0.990000,        1.589818,        3.750917,        3.265132
        0.995000,        1.591287,        3.759797,        3.259220
        1.000000,        1.592749,        3.768685,        3.253333
        1.005000,        1.594203,        3.777582,        3.247475
        1.010000,        1.595650,        3.786488,        3.241652
        1.015000,        1.597089,        3.795402,        3.235873
        1.020000,        1.598522,        3.804327,        3.230143
        1.025000,        1.599947,        3.813261,        3.224468
        1.030000,        1.601365,        3.822205,        3.218858
        1.035000,        1.602775,        3.831160,        3.213317
        1.040000,        1.604179,        3.840126,        3.207854
        1.045000,        1.605576,        3.849104,        3.202477
        1.050000,        1.606965,        3.858094,        3.197192
        1.055000,        1.608348,        3.867096,        3.192009
        1.060000,        1.609723,        3.876112,        3.186934
        1.065000,        1.611092,        3.885141,        3.181976
        1.070000,        1.612454,        3.894185,        3.177144
        1.075000,        1.613809,        3.903243,        3.172445
        1.080000,        1.615158,        3.912317,        3.167889
        1.085000,        1.616499,        3.921408,        3.163485
        1.090000,        1.617834,        3.930516,        3.159241
        1.095000,        1.619163,        3.939642,        3.155166
        1.100000,        1.620485,        3.948786,        3.151271
        1.105000,        1.621801,        3.957951,        3.147564
        1.110000,        1.623110,        3.967136,        3.144055
        1.115000,        1.624413,        3.976342,        3.140754
        1.120000,        1.625710,        3.985571,        3.137670
        1.125000,        1.627001,        3.994823,        3.134815
        1.130000,        1.628285,        4.004100,        3.132198
        1.135000,        1.629564,        4.013403,        3.129829
        1.140000,        1.630837,        4.022732,        3.127720
        1.145000,        1.632103,        4.032089,        3.125880
        1.150000,        1.633364,        4.041476,        3.124321
        1.155000,        1.634620,        4.050893,        3.123054
        1.160000,        1.635869,        4.060342,        3.122089
        1.165000,        1.637113,        4.069824,        3.121438
        1.170000,        1.638352,        4.079340,        3.121113
        1.175000,        1.639586,        4.088893,        3.121124
        1.180000,        1.640814,        4.098483,        3.121484
        1.185000,        1.642037,        4.108112,        3.122204
        1.190000,        1.643255,        4.117782,        3.123295
        1.195000,        1.644468,        4.127495,        3.124771
        1.200000,        1.645676,        4.137251,        3.126642
